#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
1fb40c919d9796da1b9e64871d0f316e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
6f96d81b9fac798e1fc114c43f02fb61	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
d34cba1e34ea4c21b7b4c52017bb4fb3	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
2feaccb8d3399862c1622146a7ed5d21	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
82edfabb1a0d27400eea1c831119efc0	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Coprobacillus	 s__
a9a414f82585da51208a2a15438a2132	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
6b655991ecdc9dd3db60b48818055542	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium	 s__baratii
ae8d5fbe17dc52c3dd3f85e6e379f6a3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
0fd27b83707067ed757bd57003750993	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
b976117da944493c86e005654cc459b9	k__Bacteria	Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__
8dd8bc46e5dccd1cd39ec5888b89d715	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
e4ae55ea2f66be4ca84cffbba9af94c3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
3c6ef8f4da041564c9f2a9c15f9cf4cf	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
5591aedddf0c9a6ed2e62a550a9986bc	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
b231a224b2c0a705ac12229d9a940506	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
5e84c418cf9c873bfc327b8bb46d3062	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
d3d02d55db40c7934df646a4d0325b82	k__Bacteria	Unclassified					
5f8f100e97f5cc188cf92ef8f9e96e84	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
945edf42a6a4e148968c31cab25c6aad	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
b9e08e69e11a96cdd84b926d14c3ad4c	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Clostridium	 s__cocleatum
c54feaed94b53803cf5bad847674d8b2	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
0a1f5ed70dcb37a86924dbd5fde981af	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Enhydrobacter	
675ff6627272028b678fc6742e0dafcb	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Peptostreptococcaceae		
f2927f63d0fac48b320524929b935526	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
674f75da91268b8f66279edcede0e80e	k__Bacteria	Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__
bfbee9b98187b68877a3dbe2f4f2abca	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
a980731e78fb0be141c07b71cd74131b	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
7e5e3b94e9969d40a06252d41ebfd020	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__	 s__
93996cb39c8e63659079c98937cf92c6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Anaerotruncus	 s__
618b07d29ecdd57b808504bd3f5a6c83	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	
902d8f67d3ef7fec32c8b3b3c1ad0ba3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
bb80c260418f03e3e2238c2f4adbc3ae	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
a3ec387c4e557381be14dad3d94736f7	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
5b7f2e9486e9d50b02d15ac5331c2f15	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
2de6fd16f902fecc570a6737fc6d9856	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
e44a421344cd97be71b06292818dfeb4	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
b991ca5d9eb245dffef2523045b258c9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
9980b0b87fd0bdceca7b39250ed225b0	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
cf0528bcf467f1a764ed7caa97055979	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
cc20a9b7a82b732d3680f7243d78b87a	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales			
1fb6da3053c51de1ce8b5b8d754bbd6c	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Holdemania	 s__
486e4d358477c31f374316a46c33dc01	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Clostridium	 s__cocleatum
7f9dc78737f02ec14d5878647a9caa37	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae		
ac71d370f1ead9415e93563ce514564a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
d805ca9cd4cf10195e8fe4a968b74bf5	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae		
a93252995c732cfb7776702daa9385ed	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
a058a8e4f4e252cdff89b02b24043a46	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
7d1d0cf7e437747fd6201a989badc8ad	k__Bacteria	Cyanobacteria	 c__4C0d-2	 o__YS2	 f__	 g__	 s__
51330b83d8ceb52a56a52a0ef2faa3ef	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__	 g__	 s__
a6b7d4e09fba0503525c50e4b01c4251	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Blautia	 s__producta
d2d415a05f25303836171e66fb665378	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
03e7cecfb87da524a7f9d4d2c4cb161e	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
7b44e40a89e8574655471cc3be7860ab	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
9f85c932d39ddb56e39270932eeb7210	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
c78b4eff98ee648b80b09c68867be26b	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
309c4020c38734a6a988d5fd374363d9	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae		
48a22fc18cfbde5231d2ed1018e1d7f7	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
d7588aeeb977c28669ec2683d2143331	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
66e485c1f6331ccae7e3aaabbc7a0a14	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
9a022053a09086527f5bc445a078a0bf	k__Bacteria	Cyanobacteria	 c__4C0d-2	 o__YS2	 f__	 g__	 s__
cdaa7d5625da67b4a93bb6345a87e279	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
2365b5d0848d825434b5180e19c4725c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
2bfd96a79198d308efca4ae8f92d0c54	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
499eec271fc240cb6c2c58a4671fc2e8	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
ad92a0e5347f27cf7086ed3db08e41d3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
7af20c6ce9e237d8c8412b654e9b1fc2	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
58b29f5e5f3c41bda0727deba1fa9857	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
ecce0c1eb26c4aab64fe3949f0a0fc7b	k__Bacteria	Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Desulfovibrio	 s__
ffc36e27c82042664a16bcd4d380b286	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
bcc00cdff59f22527f0c3bc226a9340a	k__Bacteria	Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Oxalobacter	 s__formigenes
462e83448fdf7cc3f7b447f093519d8e	k__Bacteria	Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae		
bc4c2db62ffa3b2bd91450e6c3d09bbf	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
402303b2ceb0b39c39a406e12281aa27	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
50ae8d531ea73efde977503c1c4dec36	k__Bacteria	Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Geodermatophilaceae	 g__	 s__
130a31205579d259d631095695b06184	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
526f6d5fa8c65ba7141c0b768195a0a5	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
217158d7d5fc442bb1285d2ed13a9ca8	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
23d8cc7298bbd4e1b2a21b5990c19bf9	k__Bacteria	Tenericutes	 c__Mollicutes	 o__Entomoplasmatales	 f__Entomoplasmataceae	 g__Entomoplasma	 s__
bab4bde0b1dcb8e6d0a09f39951077b5	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
18ee316a6b1e456253437908a45763ca	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Christensenellaceae	 g__	 s__
a6d38d68ef15ef6a463d78403b85e7e2	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
139e0992e7c04422196a8681b7d18993	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae		
81241964eac9be7a72797115e06e8baa	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
9209813351d325a5d83671ed8bc3baa6	k__Bacteria	Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	 s__
5ed7b97946bc979bc21a15670fa068f4	k__Bacteria	Unclassified					
b24f5838b3586b1cb541d14ac5289861	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
f32482627ed84b6d77261b8cc43a40ea	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
45a2d8a5b92db41834876b216f9c0763	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
0bb9c8d305574b3077d05d9c663ca49c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
056d643688f70a254e0add5cd10c475d	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
abd7ab04b08c4e5b50b8d18490dce223	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
2d3e1968b7f19f8d525a74ef5992e374	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	 s__aldenense
59c6e1e94a0af7426c52f4f561dbfd30	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__	 s__
696395bda0452d89689b116ca1d446f2	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
b474b65e7bc286c6c5f27c0e68b50ffa	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
96062183567aff3497b848cf9f480b35	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
21e6a261b3a6f459aa12ef04c1f2ed65	k__Bacteria	Unclassified					
b4114703d78a8557d7c71eafc37a7102	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
b18c739aa645c80e7508fe6bc04f53bd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
e07b747c1231b183f55fa496dbf2d727	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__S24-7	 g__	 s__
902f6c6217e60e163cba8cb3f41be48b	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
b08743e2e152c9e6c117cf375bb04ac1	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
1175758be44e7fb0b236d786c3b632d6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
298b48890e13bac2605879d711608e22	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Clostridium	 s__methylpentosum
f56016477bf572b91b829a748c2f78db	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
21e2be827b1668901a7c848343013d23	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
53e2c012738fc8ae4ab002b8b7f6f542	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
8d6a38a97a6a33d97302a6ab3404a70e	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
e166fcf6c1cdb35181e469cf487d6037	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
b618ac816b8cb59acf85abc17c6530d6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
e2f6a531bc64c892b56a06d2aed991f7	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
e3e1cce0e179366fa0240d8a8db6c78f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
f0473e08062b5eb409702ccbc1619f12	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
0bf0743fbbcffbbcebe02a5d565231ef	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Alistipes	 s__indistinctus
09955676c12875dd721fe3ff45edeaa5	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
aa40ba3a550577ed8b40f150d7f294f5	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
51d3db30ce513301ee6a6f030f831b18	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
3d3f9a74410a867646ad1b3a1a219a05	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
471cb54e3355495ffbd668b1558444c9	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
344dfb6e3726295682713f0e5da2ea0b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
4a5e99a9c7bf654efd50dae1422596b6	k__Bacteria	Unclassified					
7aa87d6e9bd171f41aec4ef611e3428c	k__Bacteria	Bacteroidetes	 c__[Saprospirae]	 o__[Saprospirales]	 f__Chitinophagaceae	 g__Flavisolibacter	 s__
39193b79988a35fca321acbe49b1bfe9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
5154e72d526c801f8b7734359fbcff09	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
967cca821ac9bf633615d480078d6e22	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
30c0f126a7993b0ab908089f49c524bd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Anaerofilum	 s__
a27b739ab52f4605f95d0ee04e2ed7e0	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
c6c3749b461fefb9e7e3625da56d010c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
3eb37b3c38e5a8a0ad044b8b348d36df	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
93908108b572a2c9f775b87eefdd2473	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
b9d88415152fcda9c932b5038c90ab54	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
d757664837fdfefb4f89ff86da63cd07	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
25d26dffe0bd115d231dc8a8554db8eb	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
16c4c6dcf8f6aecc742df79b207beae8	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
90b11c97304d95d4027fc83971659d54	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
d5c1fc6b83b71f48ee76922048f001cb	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
a807b4be9810b26d1093290e0130f620	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Christensenellaceae	 g__	 s__
04b1e5208aa616291348bf83ef588368	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
a625086ae2d4cb64aea4bd3bc3b9b5dd	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
c96d4471f3e6f7aa323c2351f34c432c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
49f0a819b45e7da070a21dd141f95e9b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
3138733ffe7327dfee4219cf4a29f2dd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
65e8ed5d50dd874db0a76bc467119e86	k__Bacteria	Tenericutes	 c__Mollicutes	 o__Entomoplasmatales	 f__	 g__	 s__
1bb900c6f0a6485e664027768d4dc5b0	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
66fbeb692ddf0262abe66c26eddcca10	k__Bacteria	Tenericutes	 c__Mollicutes	 o__Entomoplasmatales	 f__	 g__	 s__
b576dd97e73486e7039704edbc3173c3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
77840c5a259b4caaeefcc979c6fac208	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
ab90ac683e9423b8edca9ee11b5d129f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__	 s__
b036dc56777f4fdbc1ef802d8880af87	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
dede68dbc0661af0f11541605b3b9d5b	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
fe8d095088b94fe96467430c4b3c62c6	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
18140dbb3d23f65bc14e50886027a4fa	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__Gluconacetobacter	 s__
7f8db18bbabfb8502f86536737da9690	k__Bacteria	Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__	 s__
589276a8e9c1154522c0451c893690ae	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
1279d3b58e227d2edde9455ab9970c99	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales			
6f89433831e84d2ff3d523e2c0e78521	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
fc34bd79fdad486db4efc09066464bf0	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
17395bf3a1ce9ab69eaa4aaa251c0500	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
6570dcebd18a2a63e61890541d762546	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
2690ed1811412ca8023b94b3bf12d68f	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
ae6344187080215b3f07eaf7dd5e52ea	k__Bacteria	Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	 s__
486961856cb4100b129e505707556097	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
9ed28dc9769aee6c3ac1fd95d60d87d0	k__Bacteria	Verrucomicrobia	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__Akkermansia	 s__
8b5f90f80df6fa698c19de9d98ff845f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
a3b3b3175a8a2b69184441713be9a802	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
115cb0d9c309cca73c79f1088c3c1b49	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
a1412a2979b69115777a6ce36230ae76	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
590e9b94fab45093ec15a5b1756ad042	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
3fd8be3f1ff17c4a8bc607afe1300871	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
72b7d842cbd5401508dc06b4f09a23b0	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
c7593800b8d959a6f9ae62247adf409c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
6b75e2e7294086dbf4f8b1a1a02b059b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
0f6fbcd7be4c9b4035486c2d716f004a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
6c5692fc0f67ccdf8e2a28efdff18788	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
e02e7096eb36f8a869f87aa9b8f126f1	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
