OTUID	Sg.M.HC.1.16S	Sg.M.HC.2.16S	Sg.M.HC.3.16S	Sg.M.HC.10.16S	Sg.M.HC.4.16S	Sg.M.HC.5.16S	Sg.M.HC.6.16S	Sg.M.HC.7.16S	Sg.M.HC.8.16S	Sg.M.HC.9.16S	Sg.M.R.1.16S	Sg.M.R.2.16S	Sg.M.R.3.16S	Sg.M.R.10.16S	Sg.M.R.4.16S	Sg.M.R.5.16S	Sg.M.R.6.16S	Sg.M.R.7.16S	Sg.M.R.8.16S	Sg.M.R.9.16S
f023f7692a315fa25a1e8c1c47a71230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
726cf0908df007cfa5e42c7299233071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25c80014f281fd5c51255fb6d8f4609b	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
23d8cc7298bbd4e1b2a21b5990c19bf9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
9356c0c7c410184d3122517082256837	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
07df3215626e06d1555d90c581df9637	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
3e810221c09811601d7bf69b9e19e31c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0
ff1c787b304be626ab94f6997d599013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1aa3ac02660e8611afa03613a7a7e916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
7b9d62916a70e7b5aec4172ffc5c62f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0
32268787cfec1fba6090021e4cff017f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
93996cb39c8e63659079c98937cf92c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	20	0
d2604b3760647caf82cc18ff2d935abd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427f5142ae52662b7db0bdd5689461f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0
52787ec9a339c0733e52372277035078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
5154e72d526c801f8b7734359fbcff09	0	0	0	0	0	0	0	0	0	0	9	16	0	86	0	74	0	0	0	0
bde8d6e30f3eccd2a88afa1a3db7f60b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
1ab7a9bc9f2b88606b28b606688db0da	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
47f3d645d96038371757074de1d8fb8d	0	197	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0
44fcb19ae3f14ac18011f50d834a8889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a27b739ab52f4605f95d0ee04e2ed7e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
bf141f3e26b9dacd0031e06f7f4c5d73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
0df281ca1d2eb175033797fad1310419	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	577	127	0	0
0fd27b83707067ed757bd57003750993	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
852b47fb070c8331f9fc6d9fcefa5946	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	31	0	0
671647a7b6ca3a0f38dbc37ee2455a73	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
71fd06bf8c25e42ed875df9c9ed704f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a836b85c353a60fd98b5c7374a75309	0	25	0	0	0	0	0	0	0	0	45	0	15	0	0	26	0	134	0	0
149e2cdd0f7193e89392cc2bb3c288b3	0	0	0	25	0	0	11	0	0	0	0	0	0	260	0	39	170	0	0	0
fb1bbd65146ca8b0ef54dd506fc356ba	14	22	0	0	0	0	0	0	0	0	0	0	0	66	0	53	0	311	87	0
b82d7b8b90b55a67845d535379860706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	450	0	0
427be72d0033e01402299fac54f6f2c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e98b4c493f4726cbd90433258f6b7246	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	20	0	0
980537b2582b073a991ff88d9414321b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	18	0	0
ddb40b4e7173251ce7c87b8beda5dd31	0	0	0	0	0	0	6	0	0	0	0	9	0	0	0	0	71	52	63	0
93908108b572a2c9f775b87eefdd2473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
7a1dcbd9d4053377f9028ad0555868f3	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	42	0	0
bb3612d6c6262d47b07470175f2afc84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
74e4b39a40941266a237573d8672eb69	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0
dda9eef22574d2414f444719172d3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
23546877f9eebb5743fb0b8b593c2515	0	0	0	15	0	0	0	0	0	0	0	18	0	702	0	0	0	0	0	0
3e1233058bf332564d94b52c83fff401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9617d5019237e05941dd26a065da9968	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	29	0	814
4dc430c23d81387adf17cfea7baa3b10	0	0	0	0	0	0	0	0	0	0	0	0	67	138	0	57	419	0	0	0
e6c2f441edbbbd1214032317c0f6e9a3	0	0	0	0	0	0	0	0	0	0	27	0	0	65	0	0	0	0	25	0
dc290fb9392c12f0912025dcbdbbd224	0	0	0	15	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0
28696419f7f863c9f4e6cf1b48b5e5e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d34cc837275c9c9aeec7e53724f2705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
f2be34e3848d8440831f40658d434cd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
4a477c340ebff7f3bc610823b79e2328	0	38	0	0	0	0	0	0	0	0	56	0	0	0	0	127	0	0	0	0
d2bc256d34795bf5f9b7aabedeabad10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0
9e7a03969b2ce93aef4cf07892d8ca81	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
020037d6cd967f562d12f199fec0d300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
6351d43814c54f633e81bd784e39e2e3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	55	7	0	0
f2442b9c3735b3b0db5c7eae5bcdf397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0
ca2b13b860bbfd314969cfb49c964730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87ee94ddd1e87e4293c534a0bdb493f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
951082ca84ea0264a6499ecf356b4d5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	44	0	0
abd7ab04b08c4e5b50b8d18490dce223	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	297	0	0	0	0
4ce9dc2a4db691906c740d09a096b69c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
6c4d2801ab82aebf00e426bbe0110382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0
2e6f1dde9a26506567fd7362812e5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b9511dfe13da48d4141984c0ad3b55eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
995d6223e82b40fe8e16f30880f8d15c	0	24	0	0	0	0	4	0	0	0	70	0	17	247	0	105	124	0	260	0
e8f9b2c4b7382c7ce6bb0d72a8d70cd8	0	0	0	36	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	38
536633e2ed49f97eee217b5b0e9b1b37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de47c87395ebb755d3b8099e5ac8e07f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6094b87cc526c2fe38821fd79c341592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5aff30b42c7659bb68d54048a241b3bf	0	0	0	11	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
21cf1c4735fd4be034dcdb861a693c2f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
f2927f63d0fac48b320524929b935526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0
955505812d1f351e96024444134d00a7	0	33	0	0	0	0	0	0	0	0	29	0	31	0	0	60	158	0	63	0
fe39a1dd261403cb7056bb81495cc9d5	0	12	0	0	0	0	0	0	0	0	42	25	0	0	0	38	0	516	0	0
636986dac6cbf7a8ea7f677a4011453b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	194	16	32
e02e7096eb36f8a869f87aa9b8f126f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b5845f891550f5640bcd82e72ef3bf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292
8125d35b2bca12c68cdc4d49871f1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
897432c968268f86c29116ed7848e735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	10
8143b5f3b2d11bef5295daf8bae511f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
409a8f17b61dc5b7ae27aeeef7998d1a	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
55edc0af8b8f176ac911f5e3ec0b4412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e752dfb7795ab0109be85ab67dd19a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	207
f67eb2490d10d3b5e63708b6831db1f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4127ed1a1e8f9dac46c2895299b26505	0	0	60	0	528	658	867	33	0	848	0	0	0	0	1937	44	145	11	0	112
c02cb86717b668df21b2b76c470eb5fe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
a7603b0b8a00bfa70225a5ecf807ad0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
0e91baca2c8c38c9765886586fc2138b	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
65e8ed5d50dd874db0a76bc467119e86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0bc32b14ecad56ba56936fa3ecd4136	0	15	0	0	0	0	0	0	0	0	26	0	0	83	0	0	56	0	0	0
9cb6123fb8afaa505cd8891a727adb3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	12
e3a852efed8e8d5eedf191ab3dca82ea	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	30	0	0	0	0
1e9e763a1444200b893bec125466cc3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	68	0
589276a8e9c1154522c0451c893690ae	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0
b4114703d78a8557d7c71eafc37a7102	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	22	0
93c376c25c0140c5308497f182be09db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
c130f9ac686f89086e46079dd6de0044	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
0684c1828f8c6097658875bdc2846047	0	17	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
252d8c1b75031c70865206fd9aa62371	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e37f9a1ddc8927bc876d74d243d1d975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09fd9824c737c896debc3b471425bf9f	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ba770a970df4e80a1d0a3e3d9b33bfa1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	54	0	0	322
2d9781b3cc5ea2d416be456911b55c94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f9668924d5f6b4f6d0b1d5f49f121c8c	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	590
3a555d4b9017633888f96610ffbdb8d7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
710e3b37370abbf0cf4803787bc82124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5cba7b58b6db042a8d764b6862931954	0	0	0	40	0	0	0	0	0	0	0	0	51	1059	0	0	0	0	320	0
e4c88bf30abc7a1e60a1e9d298b8ed38	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
a380f7c40d99e9bf31fe11f106d9883e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	21
01b9fd5019f544a251d757a652f85575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	58	0	0	0
aae6dac133f54774abbcd76efca322c8	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
66f756b99ad946ec24a958fb89a45dea	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	29	0	0	0	0
0758f276424841b44ea4aaab2061246a	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	118	0	0	0
571e183929f49d4a30051114fc692ae4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a79761110b254cc7dcf66b052d502a0	0	22	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0
f5befbf3a8fd8225cb37b85312720801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
1de4ca1c51292949e84d168206ba54d5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	39
bee7a18089a14c658468a8f71ad10793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb95ad61dd4f28aba3ab6f448fe82e4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
fa6be2988277b340661c67858ce0ef10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
b9c4124568145571a46007e66ef30ee1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9f33c9ca6b271bf2a2d6bf14373ba1cd	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	33	0	0	0
5c8e5a64b644650ad4173c9e7d012e83	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0
78a9ade298e384207d3ebe1e33399980	0	0	0	29	0	0	0	0	0	0	0	0	27	480	0	0	0	0	160	0
f647f3435169faf0f2bd07394714d3bb	0	24	0	0	0	0	0	0	0	0	39	0	0	0	0	23	0	0	0	0
4aa6c856ba2fddd03120b92284072304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01ce8624b5f72c4af723f7632bc059d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	8	25
c78b4eff98ee648b80b09c68867be26b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60628d489b5f833cdd7d8113f7375ef7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
d530d67b5485d65d9ad9c435d9e64c0c	0	17	0	0	0	0	93	0	0	0	48	0	0	0	0	0	611	0	0	289
04b1e5208aa616291348bf83ef588368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	56
fc7fe8a11f8601769081bf1e9a67fc5a	0	23	0	0	9	0	7	0	0	0	29	35	8	0	529	58	139	223	72	201
5189fc9a3bae2857bba38fd752d9fc35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	24
bfbee9b98187b68877a3dbe2f4f2abca	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	100	0	116	45	0
a31b8bc30e79657573910e8a7247e406	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13
263ae960e16ea7b3818617acc04423c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
e2e4cb81137eba477145c34faddf9a4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32ca79006a9ddc77aa45f94fd4f65600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	17	0
28817c168fec076cefcab87ec54fd0a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0
485637007c45f1cfeda9f4bb0533209b	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e30b930baec22de45d2af23695a76350	0	8	0	0	0	0	55	0	0	0	30	30	39	0	0	185	528	306	117	103
20bd538f537d0bac823e37c6a5ee460b	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	25	0	0
6a5b4e192fbac5755f576b62513141fd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bf0743fbbcffbbcebe02a5d565231ef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c51b2c7d89498ef7846a57a866d4a43b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
8e2781fd62b3238924cd6d8ac3332f5f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0
6f9e824c4fa889453c7642dab61f038f	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
578d97f0da98eaa5e88732e72e5b3652	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
1c49d482f2a084aa501c40a06156b8c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0
83f84b4d9a3da587cf991f6393e6d25b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
6c03b06d543f32721c9e0014c9f9ceac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	18
675ff6627272028b678fc6742e0dafcb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
b9118c22281dc72a1b9e452ea85d6f1a	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	110	66	0	69
1d2c06f141cd8e2820c0220ffac2e557	0	0	0	0	0	0	0	0	0	0	9	0	59	0	0	0	0	99	69	0
fb75fa1fac5ad54c9d64c653e50a7126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6b655991ecdc9dd3db60b48818055542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d0f90a006b590a7dea301742f108551	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0
e0e562a1f160ebed0b359e973000ecf4	0	21	0	0	0	0	19	0	0	0	18	0	0	0	0	47	248	0	0	0
e91c54f75605800ff097e5f547598e94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
9eb3b9d36383f23e6b655bdb00233576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
5ef438a81a6bba7c617f830d6929ac31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0
cdcd7881dd554b7b792ba95f6c2a1194	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	4	0	0	0
356ce0953d91a57722f4df1f729167cc	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	20	64	0
1d9db9c30a1e024a6ec028aa48936138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cf432ac1676e0a9dbab8d4293dee3b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
51a875a194307609da18811102b2d9f1	0	0	0	0	0	0	0	0	0	0	5	0	0	51	0	0	0	0	27	0
5e7dbb874052c9f276a5cac401e92d1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217158d7d5fc442bb1285d2ed13a9ca8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f445a976fd1bce6495c30aac7cad9415	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	340	0	0
b0688e2f9d2585e352f1efed6aef37a0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
08b1daf8bb4357ce0a7b2b11169578f6	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
20ef73f87fb2ae1472df88e024e5e0ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0
2b46baf39a61e4fa04e0b110fca4807b	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
115a64008e6d49368ab1fa5f6c84e5df	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	12
a6b7d4e09fba0503525c50e4b01c4251	0	0	0	0	28	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0
208134d9710bcf4724a053b364b131ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0
71920d44dfa9824e20397add5bb2ec38	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
6b75e2e7294086dbf4f8b1a1a02b059b	0	15	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	160	0
f846184581cfb27f28e48badbd3cdc2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25d0587b5418a36801fc19d861e045fd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
778c2a6d421a18efe00f0ef10c124bf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d1c39644bdf6d6982888e3f445128f7	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	277	0	0
67d56863b6dc22da4ea111e7fede63b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257a92afa057935fb98fb5fd568c7dd0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	179	0	43
0f6fbcd7be4c9b4035486c2d716f004a	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	18	9
6f96d81b9fac798e1fc114c43f02fb61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0
e4f587a31747b65f06b8b3d04ae2263e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	467	0	0
4b87d617037fa67943dffc6a3c61d1c8	0	0	0	0	0	0	0	0	0	0	0	29	51	0	0	59	0	0	0	0
6739ab5e190f712be793c9aed63e1074	0	47	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	134	0
3138733ffe7327dfee4219cf4a29f2dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0
9a11a1623bc36325255fc04c87900932	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	75	235	0	0	0
5535381e9cfaab1836d06fc5be4f3af7	0	131	0	0	0	0	0	0	0	0	85	33	0	0	0	0	0	0	0	0
471cb54e3355495ffbd668b1558444c9	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
efaee2ba7fe65752f3e0ff00b9695284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0
148e92990bdc35868a84c8e339f8b1de	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
e389ca68fd1eb42c5c6e0766c3769f26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0
7d1d0cf7e437747fd6201a989badc8ad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
967f328c374c431143acd379c70fadf4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8
960661d8c98c0a2e42b50de5a7f627e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253
960e3f5e0a77a127181e57adc00e1e1f	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
7a9c030261d8fa6e658671debfbe610e	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	20	0	0	0	0
020735da7f69488e303574c6a67ed6e6	0	0	0	0	0	0	35	0	0	0	0	0	0	0	13	80	1040	1843	0	0
46baae67682a0c41da9b49d732e16907	0	0	0	0	0	0	0	0	0	0	0	117	86	0	0	0	0	0	0	0
4f64e78f1034491d984b8c1693ee22b1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	9	0	0	617
1fd9e8d639dd485a931f29868c8a5e58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
c17d4b18ef23977e4b8c45e526d9e277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
13145f7761fff8fe14387e399c140328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
f3ad8aeca0d32effd937f5823821bade	0	0	0	37	0	0	80	0	0	0	0	128	0	388	0	575	836	0	448	0
ab4593fe4699d655fe9b01788a130ee7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	28
4f38747c471b916678b11b424288eba1	0	21	0	5	0	0	4	0	0	0	38	0	0	55	0	0	721	60	0	61
560788bae2dc17a771b4003cd9ea1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	24	9
61b73be75521496d4198f7e56f0a0726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7aa87d6e9bd171f41aec4ef611e3428c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcc00cdff59f22527f0c3bc226a9340a	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	59	0	0	0
43adef5e9364ae2fbaf69edb84d14598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ad0e14d1e6a778874958f9638649cd17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
f17683910dea3e40f791d0d44174d003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
d70fc0c6e542624355b502ce737f1a2a	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	71	10	0	0
5b417a0a0068c9b6e23752143b558bc4	0	0	50	0	0	6	0	0	18	12	0	0	0	0	0	161	234	108	0	0
80f3fc903c71ae823e4ee8b45580f007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
986517c17e5be4acb13a8eb96bed0bb4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	70	0	0	0
6dcddab2b62d1515569453ea9be6642e	0	12	0	0	0	0	0	0	0	0	20	0	0	96	0	0	0	332	62	134
892a20bbdc3ce599dc0c5d9f0866c352	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
